Site ,Region,Plot_No,Species_Code,Latin_Name,Total,Browsed,StumpSprout,Germinate
RPD2_B7,LI,129,QUAL,Quercus alba,1,0,0,0
RPD2_B7,LI,130,QUAL,Quercus alba,5,0,0,0
RPD2_B7,LI,130,QUCO,Quercus coccinea,2,0,0,0
RPD2_B7,LI,131,QUCO,Quercus coccinea,1,0,0,0
RPD2_B7,LI,132,QUCO,Quercus coccinea,1,0,0,0
RPD2_B7,LI,133,PIRI,Pinus rigida,1,0,0,1
RPD2_B7,LI,134,QUAL,Quercus alba,1,0,0,0
RPD2_B7,LI,134,QUCO,Quercus coccinea,3,0,0,0
RPD2_B7,LI,135,QUVE,Quercus velutina,1,0,0,0
RPD2_B7,LI,135,QUCO,Quercus coccinea,1,0,0,0
RPD2_B7,LI,135,QUAL,Quercus alba,1,0,0,0
RPD2_B7,LI,136,QUAL,Quercus alba,2,0,0,0
RPD2_B7,LI,137,NA,No species found,0,0,0,0
RPD2_B7,LI,138,QUCO,Quercus coccinea,1,0,0,0
RPD2_B7,LI,139,QUCO,Quercus coccinea,4,0,0,0
RPD2_B7,LI,139,QUAL,Quercus alba,1,0,0,0
RPD2_B7,LI,140,QUAL,Quercus alba,1,0,0,0
RPD2_B7,LI,140,QUCO,Quercus coccinea,2,0,0,0
RPD2_B7,LI,140,CASP,Carya sp.,1,0,0,0
RPD2_B7,LI,141,QUVE,Quercus velutina,6,1,0,0
RPD2_B3,LI,88,QUIL,Quercus ilicifolia,10,0,0,0
RPD2_B3,LI,89,QUCO,Quercus coccinea,4,0,0,0
RPD2_B3,LI,90,QUCO,Quercus coccinea,20,0,0,8
RPD2_B3,LI,91,QUCO,Quercus coccinea,5,0,0,0
RPD2_B3,LI,92,QUCO,Quercus coccinea,2,0,0,0
RPD2_B3,LI,93,QUCO,Quercus coccinea,4,0,0,1
RPD2_B3,LI,93,QUIL,Quercus ilicifolia,1,0,0,0
RPD2_B3,LI,93,QUVE,Quercus velutina,3,0,0,0
RPD2_B3,LI,94,QUAL,Quercus alba,1,0,0,0
RPD2_B3,LI,94,QUVE,Quercus velutina,1,0,0,0
RPD2_B3,LI,95,NA,No species found,0,0,0,0
RPD2_B3,LI,96,QUAL,Quercus alba,3,0,0,0
RPD2_B3,LI,96,QUCO,Quercus coccinea,1,0,0,0
RPD2_B3,LI,96,QUIL,Quercus ilicifolia,1,0,0,0
RPD2_B3,LI,97,QUCO,Quercus coccinea,4,0,0,0
RPD2_B3,LI,97,PIRI,Pinus rigida,1,0,0,0
RPD2_B3,LI,98,PIRI,Pinus rigida,1,0,0,0
RPD2_B3,LI,98,QUCO,Quercus coccinea,3,1,0,0
RPD2_B3,LI,99,QUCO,Quercus coccinea,5,0,0,0
RPD2_B3,LI,100,QUCO,Quercus coccinea,2,0,0,0
RPD2_B3,LI,100,SAAL,Sassafras albidum,1,0,0,0
RPD2_B3,LI,101,QUCO,Quercus coccinea,1,0,0,0
RPD2_B3,LI,102,NA,No species found,0,0,0,0
RPD2_B3,LI,103,QUCO,Quercus coccinea,10,0,0,0
RPD2_B3,LI,103,QUVE,Quercus velutina,2,0,0,0
RPD2_B3,LI,104,QUCO,Quercus coccinea,3,0,0,0
RPD2_B3,LI,105,QUVE,Quercus velutina,1,0,0,0
APB_Hippo,ALB,661,QUPR,Quercus prinoides,13,9,0,0
APB_Hippo,ALB,661,ACRU,Acer rubrum,1,0,0,0
APB_Hippo,ALB,661,PRSE,Prunus serotina,1,0,0,0
APB_Hippo,ALB,660,PRSE,Prunus serotina,3,0,0,0
APB_Hippo,ALB,660,QUPR,Quercus prinoides,6,5,0,0
APB_Hippo,ALB,659,PRSE,Prunus serotina,9,4,0,0
APB_Hippo,ALB,659,ACRU,Acer rubrum,2,0,0,0
APB_Hippo,ALB,659,QUPR,Quercus prinoides,4,0,0,0
APB_Hippo,ALB,658,ACRU,Acer rubrum,1,0,0,0
APB_Hippo,ALB,657,QUIL,Quercus ilicifolia,2,0,0,0
APB_Hippo,ALB,657,ACRU,Acer rubrum,1,0,0,1
APB_Hippo,ALB,656,PRSE,Prunus serotina,1,0,0,0
APB_Hippo,ALB,655,QUPR,Quercus prinoides,12,0,0,0
APB_Hippo,ALB,655,PRSE,Prunus serotina,12,3,0,0
APB_Hippo,ALB,655,ACRU,Acer rubrum,4,0,0,0
APB_Hippo,ALB,654,PRSE,Prunus serotina,1,0,0,0
APB_Hippo,ALB,654,ACRU,Acer rubrum,3,1,0,0
APB_Hippo,ALB,653,AMSP,Amelanchier spp.,3,0,0,0
APB_Hippo,ALB,653,PRSE,Prunus serotina,6,1,0,0
APB_Hippo,ALB,653,ACRU,Acer rubrum,4,0,0,0
APB_Hippo,ALB,653,QUIL,Quercus ilicifolia,4,0,0,0
APB_Hippo,ALB,653,FRAL,Frangula alnus,1,0,0,0
APB_Hippo,ALB,652,NA,No species found,0,0,0,0
APB_Hippo,ALB,651,QUIL,Quercus ilicifolia,5,2,0,0
APB_Hippo,ALB,651,ACRU,Acer rubrum,11,6,0,0
APB_Hippo,ALB,651,QUPR,Quercus prinoides,3,1,0,0
APB_Hippo,ALB,650,AMSP,Amelanchier spp.,5,0,0,0
APB_Hippo,ALB,650,QUIL,Quercus ilicifolia,9,0,0,0
APB_Hippo,ALB,649,ACRU,Acer rubrum,2,0,0,0
APB_Hippo,ALB,649,PRSE,Prunus serotina,1,0,0,0
APB_Hippo,ALB,648,ACRU,Acer rubrum,2,0,0,0
APB_Hippo,ALB,648,QUIL,Quercus ilicifolia,1,0,0,0
APB_Hippo,ALB,648,PRSE,Prunus serotina,3,0,0,0
APB_Hippo,ALB,648,FRAL,Frangula alnus,1,0,0,0
APB_Hippo,ALB,647,ACRU,Acer rubrum,5,0,0,0
APB_Hippo,ALB,647,QUPR,Quercus prinoides,1,0,0,0
APB_Hippo,ALB,647,PRVI,Prunus virginiana,1,0,0,0
APB_Hippo,ALB,647,QUIL,Quercus ilicifolia,2,0,0,0
APB_Hippo,ALB,647,PRSE,Prunus serotina,2,0,0,0
APB_Hippo,ALB,646,NA,No species found,0,0,0,0
APB_Hippo,ALB,645,ACRU,Acer rubrum,4,0,0,0
APB_Hippo,ALB,645,PRSE,Prunus serotina,1,0,0,0
APB_Hippo,ALB,645,FRAL,Frangula alnus,1,0,0,0
APB_Hippo,ALB,644,NA,No species found,0,0,0,0
APB_Hippo,ALB,643,NA,No species found,0,0,0,0
APB_Hippo,ALB,642,ACRU,Acer rubrum,1,0,0,0
APB_Hippo,ALB,642,PRSE,Prunus serotina,1,0,0,0
APB_Hydro,ALB,681,NA,No species found,0,0,0,0
APB_Hydro,ALB,680,NA,No species found,0,0,0,0
APB_Hydro,ALB,679,PRVI,Prunus virginiana,1,0,1,0
APB_Hydro,ALB,678,NA,No species found,0,0,0,0
APB_Hydro,ALB,677,PRSE,Prunus serotina,1,0,0,0
APB_Hydro,ALB,676,NA,No species found,0,0,0,0
APB_Hydro,ALB,675,NA,No species found,0,0,0,0
APB_Hydro,ALB,674,NA,No species found,0,0,0,0
APB_Hydro,ALB,673,NA,No species found,0,0,0,0
APB_Hydro,ALB,672,PRVI,Prunus virginiana,1,0,0,0
APB_Hydro,ALB,671,ACRU,Acer rubrum,3,0,0,0
APB_Hydro,ALB,671,PRSE,Prunus serotina,1,0,0,0
APB_Hydro,ALB,670,PRSE,Prunus serotina,2,0,0,0
APB_Hydro,ALB,670,ACRU,Acer rubrum,1,0,0,0
APB_Hydro,ALB,670,PRVI,Prunus virginiana,4,0,0,0
APB_Hydro,ALB,669,ACRU,Acer rubrum,3,0,0,1
APB_Hydro,ALB,669,FRAL,Frangula alnus,1,0,0,0
APB_Hydro,ALB,668,NA,No species found,0,0,0,0
APB_Hydro,ALB,667,PRSE,Prunus serotina,2,0,0,0
APB_Hydro,ALB,667,ACRU,Acer rubrum,1,0,0,0
APB_Hydro,ALB,666,PRSE,Prunus serotina,4,0,0,0
APB_Hydro,ALB,665,NA,No species found,0,0,0,0
APB_Hydro,ALB,664,NA,No species found,0,0,0,0
APB_Hydro,ALB,663,NA,No species found,0,0,0,0
APB_Hydro,ALB,662,NA,No species found,0,0,0,0
MS_09-d,MA,641,NA,No species found,0,0,0,0
MS_09-d,MA,640,NA,No species found,0,0,0,0
MS_09-d,MA,639,QUIL,Quercus ilicifolia,1,0,0,0
MS_09-d,MA,638,QUIL,Quercus ilicifolia,4,0,0,0
MS_09-d,MA,637,NA,No species found,0,0,0,0
MS_09-d,MA,636,QUIL,Quercus ilicifolia,1,0,0,0
MS_09-d,MA,407,QUIL,Quercus ilicifolia,6,0,0,0
MS_09-d,MA,406,QUIL,Quercus ilicifolia,1,0,0,0
MS_09-d,MA,406,PIST,Pinus strobus,1,0,0,0
MS_09-d,MA,405,NA,No species found,0,0,0,0
MS_09-d,MA,404,NA,No species found,0,0,0,0
MS_09-d,MA,403,QUIL,Quercus ilicifolia,3,0,0,0
MS_09-d,MA,402,NA,No species found,0,0,0,0
MS_09-d,MA,401,NA,No species found,0,0,0,0
MS_09-d,MA,400,NA,No species found,0,0,0,0
MS_09-d,MA,399,NA,No species found,0,0,0,0
MS_09-d,MA,398,QUIL,Quercus ilicifolia,5,0,0,0
MS_09-d,MA,397,QUIL,Quercus ilicifolia,13,0,0,0
MS_09-d,MA,396,NA,No species found,0,0,0,0
MS_09-d,MA,395,QUIL,Quercus ilicifolia,5,0,0,0
MS_09-d,MA,394,QUCO,Quercus coccinea,1,0,0,0
MS_09-d,MA,393,QUIL,Quercus ilicifolia,4,0,0,0
MS_09-d,MA,392,NA,No species found,0,0,0,0
MS_09-d,MA,391,QUIL,Quercus ilicifolia,2,0,0,0
MS_07-a,MA,635,PIST,Pinus strobus,1,0,0,0
MS_07-a,MA,634,ACRU,Acer rubrum,2,0,0,1
MS_07-a,MA,634,PIST,Pinus strobus,4,0,0,4
MS_07-a,MA,634,QUIL,Quercus ilicifolia,6,0,0,0
MS_07-a,MA,633,QUIL,Quercus ilicifolia,2,0,0,0
MS_07-a,MA,632,ACRU,Acer rubrum,10,0,0,9
MS_07-a,MA,632,QUIL,Quercus ilicifolia,1,0,0,0
MS_07-a,MA,631,QUAL,Quercus alba,2,0,0,0
MS_07-a,MA,631,PIST,Pinus strobus,2,0,0,1
MS_07-a,MA,630,NA,No species found,0,0,0,0
MS_07-a,MA,629,PIST,Pinus strobus,1,0,0,0
MS_07-a,MA,628,QUIL,Quercus ilicifolia,2,0,0,0
MS_07-a,MA,627,PIST,Pinus strobus,11,0,0,9
MS_07-a,MA,626,PIST,Pinus strobus,3,0,0,3
MS_07-a,MA,626,QUIL,Quercus ilicifolia,1,0,0,0
MS_07-a,MA,625,PIST,Pinus strobus,4,0,0,4
MS_07-a,MA,625,ACRU,Acer rubrum,1,0,0,1
MS_07-a,MA,625,QUCO,Quercus coccinea,1,0,0,0
MS_07-a,MA,624,PIST,Pinus strobus,2,0,0,1
MS_07-a,MA,624,QUIL,Quercus ilicifolia,1,0,0,0
MS_07-a,MA,624,ACRU,Acer rubrum,1,0,0,0
MS_07-a,MA,623,ACRU,Acer rubrum,25,0,0,0
MS_07-a,MA,623,QUIL,Quercus ilicifolia,2,0,0,0
MS_07-a,MA,622,PIST,Pinus strobus,2,0,0,1
MS_07-a,MA,622,AMSP,Amelanchier spp.,1,0,0,0
MS_07-a,MA,621,QUIL,Quercus ilicifolia,10,0,0,0
MS_07-a,MA,621,PIST,Pinus strobus,7,0,0,5
MS_07-a,MA,620,QUIL,Quercus ilicifolia,5,0,0,0
MS_07-a,MA,620,PIST,Pinus strobus,1,0,0,1
MS_07-a,MA,619,QUIL,Quercus ilicifolia,1,0,0,0
MS_07-a,MA,619,PIST,Pinus strobus,8,0,0,5
MS_07-a,MA,618,PIST,Pinus strobus,9,0,0,5
MS_07-a,MA,617,PIST,Pinus strobus,4,0,0,0
MS_07-a,MA,616,PIST,Pinus strobus,2,0,0,2
MS_07-a,MA,616,QUIL,Quercus ilicifolia,1,0,0,0
MS_07-a,MA,615,FRAL,Frangula alnus,2,0,0,0
MS_07-a,MA,615,PIST,Pinus strobus,1,0,0,0
MS_07-a,MA,614,QUIL,Quercus ilicifolia,1,0,0,0
MS_07-a,MA,613,PIST,Pinus strobus,1,0,0,0
MS_07-a,MA,613,QUIL,Quercus ilicifolia,1,0,0,0
MS_07-a,MA,612,PIST,Pinus strobus,10,0,0,5
TNCO_Zito2,NH,1064,ACRU,Acer rubrum,12,2,0,1
TNCO_Zito2,NH,1064,PIST,Pinus strobus,1,1,0,0
TNCO_Zito2,NH,1064,AMSP,Amelanchier spp.,2,2,0,0
TNCO_Zito2,NH,1063,ACRU,Acer rubrum,2,1,0,0
TNCO_Zito2,NH,1062,QURU,Quercus rubra,1,0,0,0
TNCO_Zito2,NH,1062,ACRU,Acer rubrum,2,0,0,0
TNCO_Zito2,NH,1061,ACRU,Acer rubrum,4,1,0,0
TNCO_Zito2,NH,1060,PIST,Pinus strobus,3,0,0,0
TNCO_Zito2,NH,1060,QUIL,Quercus ilicifolia,1,0,0,0
TNCO_Zito2,NH,1060,AMSP,Amelanchier spp.,2,0,0,0
TNCO_Zito2,NH,1060,ACRU,Acer rubrum,1,0,0,0
TNCO_Zito2,NH,1059,ACRU,Acer rubrum,4,0,0,1
TNCO_Zito2,NH,1058,QUIL,Quercus ilicifolia,2,0,0,0
TNCO_Zito2,NH,1058,AMSP,Amelanchier spp.,5,1,0,0
TNCO_Zito2,NH,1058,ACRU,Acer rubrum,1,0,0,0
TNCO_Zito2,NH,1057,QUIL,Quercus ilicifolia,1,0,0,0
TNCO_Zito2,NH,1057,ACRU,Acer rubrum,2,0,0,0
TNCO_Zito2,NH,1056,ACRU,Acer rubrum,3,0,0,0
TNCO_Zito2,NH,1056,ACPE,Acer pennsylvania,1,0,0,0
TNCO_Zito2,NH,1056,QUIL,Quercus ilicifolia,1,0,0,0
TNCO_Zito2,NH,1056,PIST,Pinus strobus,1,0,0,0
TNCO_Zito2,NH,1056,FAGR,Fagus grandifolia,1,0,0,0
TNCO_Zito2,NH,1055,QUIL,Quercus ilicifolia,2,0,0,0
TNCO_Zito2,NH,1054,ACRU,Acer rubrum,17,3,0,2
TNCO_Zito2,NH,1054,PIST,Pinus strobus,1,0,0,0
TNCO_Zito2,NH,1054,AMSP,Amelanchier spp.,4,1,0,0
TNCO_Zito2,NH,1053,ACRU,Acer rubrum,7,0,0,6
TNCO_Zito2,NH,1053,PIST,Pinus strobus,1,0,0,0
TNCO_Zito2,NH,1052,ACRU,Acer rubrum,2,1,0,0
TNCO_Zito2,NH,1051,ACRU,Acer rubrum,5,1,0,0
TNCO_Zito2,NH,1051,AMSP,Amelanchier spp.,4,1,0,1
TNCO_Zito2,NH,1050,ACRU,Acer rubrum,18,1,0,8
TNCO_Zito2,NH,1050,PIST,Pinus strobus,1,1,0,0
TNCO_Zito2,NH,1049,ACRU,Acer rubrum,7,0,0,4
TNCO_Zito2,NH,1049,AMSP,Amelanchier spp.,7,2,0,0
TNCO_Zito2,NH,1048,PIST,Pinus strobus,1,1,0,0
TNCO_Zito2,NH,1048,QUIL,Quercus ilicifolia,1,0,0,0
TNCO_Zito2,NH,1047,ACRU,Acer rubrum,6,3,0,1
TNCO_Zito2,NH,986,ACRU,Acer rubrum,2,2,0,0
TNCO_Zito2,NH,986,AMSP,Amelanchier spp.,1,0,0,0
TNCO_Zito2,NH,985,PIST,Pinus strobus,1,0,0,0
TNCO_Zito2,NH,985,ACRU,Acer rubrum,1,1,0,0
TNCO_Zito2,NH,984,ACRU,Acer rubrum,1,0,0,0
TNCO_Zito2,NH,983,ACRU,Acer rubrum,1,0,0,0
TNCO_Zito2,NH,982,PIST,Pinus strobus,2,0,0,0
TNCO_Zito2,NH,981,AMSP,Amelanchier spp.,2,0,0,0
TNCO_WB10,NH,935,QUIL,Quercus ilicifolia,2,0,0,1
TNCO_WB10,NH,935,ACRU,Acer rubrum,2,0,0,0
TNCO_WB10,NH,935,PIST,Pinus strobus,1,1,0,0
TNCO_WB10,NH,934,AMSP,Amelanchier spp.,1,0,0,0
TNCO_WB10,NH,934,ACRU,Acer rubrum,11,0,0,0
TNCO_WB10,NH,934,PIST,Pinus strobus,2,0,0,0
TNCO_WB10,NH,933,QUIL,Quercus ilicifolia,4,0,0,0
TNCO_WB10,NH,932,NA,No species found,0,0,0,0
TNCO_WB10,NH,931,ACRU,Acer rubrum,3,1,0,0
TNCO_WB10,NH,931,PIST,Pinus strobus,1,0,0,0
TNCO_WB10,NH,930,ACRU,Acer rubrum,5,0,0,0
TNCO_WB10,NH,929,NA,No species found,0,0,0,0
TNCO_WB10,NH,928,PIRI,Pinus rigida,3,0,3,1
TNCO_WB10,NH,928,QUIL,Quercus ilicifolia,2,0,0,0
TNCO_WB10,NH,928,ACRU,Acer rubrum,1,0,0,0
TNCO_WB10,NH,927,AMSP,Amelanchier spp.,4,0,0,0
TNCO_WB10,NH,926,QUIL,Quercus ilicifolia,4,0,0,0
TNCO_WB10,NH,925,PIST,Pinus strobus,4,0,0,0
TNCO_WB10,NH,925,QUIL,Quercus ilicifolia,6,0,0,0
TNCO_WB10,NH,925,PRSE,Prunus serotina,1,0,0,0
TNCO_WB10,NH,924,PIST,Pinus strobus,1,0,0,0
TNCO_WB10,NH,924,QUIL,Quercus ilicifolia,2,0,0,0
TNCO_WB10,NH,923,QUIL,Quercus ilicifolia,5,0,0,0
TNCO_WB10,NH,923,PIST,Pinus strobus,1,0,0,0
TNCO_WB10,NH,922,NA,No species found,0,0,0,0
TNCO_WB10,NH,921,QUIL,Quercus ilicifolia,3,0,0,0
TNCO_WB10,NH,920,NA,No species found,0,0,0,0
TNCO_WB10,NH,919,QUIL,Quercus ilicifolia,5,0,0,0
TNCO_WB10,NH,919,PIST,Pinus strobus,1,0,0,0
TNCO_WB10,NH,919,ACRU,Acer rubrum,2,0,0,1
TNCO_WB10,NH,918,QUIL,Quercus ilicifolia,3,0,0,0
TNCO_WB10,NH,918,ACRU,Acer rubrum,1,0,0,0
TNCO_WB10,NH,917,PIST,Pinus strobus,1,0,0,0
TNCO_WB10,NH,917,ACRU,Acer rubrum,1,0,0,0
TNCO_WB10,NH,916,QUIL,Quercus ilicifolia,1,0,0,0
TNCO_WB10,NH,916,PIST,Pinus strobus,1,0,0,0
TNCO_WB10,NH,916,ACRU,Acer rubrum,1,0,0,0
TNCO_WB10,NH,915,PIST,Pinus strobus,4,0,0,0
TNCO_WB10,NH,915,QUIL,Quercus ilicifolia,6,0,0,0
TNCO_WB10,NH,915,ACRU,Acer rubrum,5,1,0,0
TNCO_WB10,NH,914,ACRU,Acer rubrum,1,1,0,0
TNCO_WB10,NH,913,ACRU,Acer rubrum,6,0,0,4
TNCO_WB10,NH,912,QUIL,Quercus ilicifolia,5,0,0,0
TNCW_14,ME,1097,QUIL,Quercus ilicifolia,4,0,0,0
TNCW_14,ME,1096,QUIL,Quercus ilicifolia,6,0,0,0
TNCW_14,ME,1095,QUIL,Quercus ilicifolia,7,0,0,0
TNCW_14,ME,1095,PIRI,Pinus rigida,1,1,0,0
TNCW_14,ME,1095,PIST,Pinus strobus,1,0,0,0
TNCW_14,ME,1094,NA,No species found,0,0,0,0
TNCW_14,ME,1093,NA,No species found,0,0,0,0
TNCW_14,ME,1092,QUIL,Quercus ilicifolia,12,0,0,0
TNCW_14,ME,1091,QUIL,Quercus ilicifolia,1,0,0,0
TNCW_14,ME,1090,QUIL,Quercus ilicifolia,5,0,0,0
TNCW_14,ME,1089,QUIL,Quercus ilicifolia,2,0,0,0
TNCW_14,ME,1088,QUIL,Quercus ilicifolia,5,0,0,0
TNCW_14,ME,1088,AMSP,Amelanchier spp.,2,0,0,0
TNCW_14,ME,1087,NA,No species found,0,0,0,0
TNCW_14,ME,1086,QURU,Quercus rubra,1,0,0,0
TNCW_14,ME,1086,QUIL,Quercus ilicifolia,2,0,0,0
TNCW_14,ME,1085,QUIL,Quercus ilicifolia,13,0,0,0
TNCW_14,ME,1084,QUIL,Quercus ilicifolia,9,0,0,0
TNCW_14,ME,1083,QUIL,Quercus ilicifolia,2,0,0,0
TNCW_14,ME,1082,QUIL,Quercus ilicifolia,6,0,0,0
TNCW_14,ME,1082,QUVE,Quercus velutina,2,0,0,0
TNCW_14,ME,1081,PIST,Pinus strobus,1,1,0,0
TNCW_14,ME,1081,QUIL,Quercus ilicifolia,4,0,0,0
TNCW_14,ME,1080,QUIL,Quercus ilicifolia,9,0,0,0
TNCW_14,ME,1079,NA,No species found,0,0,0,0
TNCW_14,ME,1078,QUIL,Quercus ilicifolia,9,5,0,0
TNCW_14,ME,1077,NA,No species found,0,0,0,0
TNCW_14,ME,1076,QUIL,Quercus ilicifolia,7,0,0,0
TNCW_14,ME,1075,NA,No species found,0,0,0,0
TNCW_14,ME,1074,QUIL,Quercus ilicifolia,6,0,0,0
TNCW_12,ME,1119,NA,No species found,0,0,0,0
TNCW_12,ME,1118,PIRI,Pinus rigida,2,1,0,0
TNCW_12,ME,1118,QUIL,Quercus ilicifolia,8,0,0,0
TNCW_12,ME,1117,QUIL,Quercus ilicifolia,13,0,0,0
TNCW_12,ME,1116,QUIL,Quercus ilicifolia,3,0,0,0
TNCW_12,ME,1115,QUIL,Quercus ilicifolia,2,0,0,0
TNCW_12,ME,1114,PIRI,Pinus rigida,7,0,7,0
TNCW_12,ME,1113,AMSP,Amelanchier spp.,15,12,0,0
TNCW_12,ME,1113,QUIL,Quercus ilicifolia,4,0,0,0
TNCW_12,ME,1113,PRSE,Prunus serotina,1,0,0,0
TNCW_12,ME,1112,AMSP,Amelanchier spp.,7,6,0,0
TNCW_12,ME,1112,ACRU,Acer rubrum,1,0,0,1
TNCW_12,ME,1112,POGR,Populus grandidentata,1,0,0,0
TNCW_12,ME,1111,QUIL,Quercus ilicifolia,21,0,0,0
TNCW_12,ME,1111,POGR,Populus grandidentata,2,2,0,0
TNCW_12,ME,1111,PIST,Pinus strobus,2,2,0,0
TNCW_12,ME,1110,QUIL,Quercus ilicifolia,4,0,0,0
TNCW_12,ME,1110,ACRU,Acer rubrum,3,3,0,0
TNCW_12,ME,1110,PRSE,Prunus serotina,2,0,0,0
TNCW_12,ME,1110,AMSP,Amelanchier spp.,1,1,0,0
TNCW_12,ME,1109,QUIL,Quercus ilicifolia,39,0,0,0
TNCW_12,ME,1108,ACRU,Acer rubrum,4,2,0,2
TNCW_12,ME,1108,QUIL,Quercus ilicifolia,3,0,0,0
TNCW_12,ME,1107,QUIL,Quercus ilicifolia,14,0,0,0
TNCW_12,ME,1107,ACRU,Acer rubrum,4,2,0,1
TNCW_12,ME,1106,ACRU,Acer rubrum,3,2,0,0
TNCW_12,ME,1106,POGR,Populus grandidentata,1,0,0,0
TNCW_12,ME,1106,QUIL,Quercus ilicifolia,3,0,0,0
TNCW_12,ME,1105,QUIL,Quercus ilicifolia,4,0,0,0
TNCW_12,ME,1105,ACRU,Acer rubrum,1,0,0,0
TNCW_12,ME,1105,PRSE,Prunus serotina,2,0,0,0
TNCW_12,ME,1104,ACRU,Acer rubrum,7,2,0,3
TNCW_12,ME,1104,AMSP,Amelanchier spp.,7,5,0,0
TNCW_12,ME,1104,QUIL,Quercus ilicifolia,3,0,0,0
TNCW_12,ME,1104,PRSE,Prunus serotina,1,0,0,0
TNCW_12,ME,1103,QUIL,Quercus ilicifolia,4,0,0,0
TNCW_12,ME,1103,PRSE,Prunus serotina,3,0,1,0
TNCW_12,ME,1102,NA,No species found,0,0,0,0
TNCW_12,ME,1101,PRSE,Prunus serotina,2,0,0,0
TNCW_12,ME,1101,ACRU,Acer rubrum,1,0,0,1
TNCW_12,ME,1100,ACRU,Acer rubrum,12,1,3,9
TNCW_12,ME,1099,AMSP,Amelanchier spp.,1,0,0,0
TNCW_12,ME,1099,ACRU,Acer rubrum,10,4,0,0
TNCW_12,ME,1098,ACRU,Acer rubrum,16,2,0,4
