Site ,Region,Plot_No,Species_Code,Latin_Name,Total,Browsed,StumpSprout
APB_Hippo,ALB,652,FRAL,Frangula alnus,1,0,0
APB_Hippo,ALB,651,PODE,Populus deltoides,6,0,6
APB_Hippo,ALB,651,QUPR,Quercus prinoides,1,0,0
APB_Hippo,ALB,651,QUIL,Quercus ilicifolia,1,0,0
APB_Hippo,ALB,650,QUIL,Quercus ilicifolia,2,0,0
APB_Hippo,ALB,649,ACRU,Acer rubrum,1,0,0
APB_Hippo,ALB,649,PRSE,Prunus serotina,2,0,0
APB_Hippo,ALB,648,NA,No species found,0,0,0
APB_Hippo,ALB,647,PRSE,Prunus serotina,16,0,0
APB_Hippo,ALB,647,PRVI,Prunus virginiana,1,0,0
APB_Hippo,ALB,646,NA,No species found,0,0,0
APB_Hippo,ALB,645,PRSE,Prunus serotina,3,0,0
APB_Hippo,ALB,645,ACRU,Acer rubrum,2,0,0
APB_Hippo,ALB,644,NA,No species found,0,0,0
APB_Hippo,ALB,643,NA,No species found,0,0,0
APB_Hippo,ALB,642,RHCA,Rhamnus cathartica,1,0,0
APB_Hydro,ALB,681,NA,No species found,0,0,0
APB_Hydro,ALB,680,NA,No species found,0,0,0
APB_Hydro,ALB,679,PRVI,Prunus virginiana,12,0,0
APB_Hydro,ALB,678,PRSE,Prunus serotina,4,0,1
APB_Hydro,ALB,677,NA,No species found,0,0,0
APB_Hydro,ALB,676,NA,No species found,0,0,0
APB_Hydro,ALB,675,NA,No species found,0,0,0
APB_Hydro,ALB,674,PRSE,Prunus serotina,3,0,2
APB_Hydro,ALB,673,PRSE,Prunus serotina,1,0,0
APB_Hydro,ALB,672,PRVI,Prunus virginiana,4,0,0
APB_Hydro,ALB,672,ACRU,Acer rubrum,1,0,0
APB_Hydro,ALB,672,PRSE,Prunus serotina,2,0,0
APB_Hydro,ALB,671,PRSE,Prunus serotina,4,0,0
APB_Hydro,ALB,671,PRVI,Prunus virginiana,1,0,0
APB_Hydro,ALB,671,ACRU,Acer rubrum,1,0,0
APB_Hydro,ALB,671,FRAL,Frangula alnus,1,0,0
APB_Hydro,ALB,670,PRVI,Prunus virginiana,4,0,0
APB_Hydro,ALB,669,PRSE,Prunus serotina,1,0,1
APB_Hydro,ALB,668,RHCA,Rhamnus cathartica,1,0,0
APB_Hydro,ALB,667,SAAL,Sassafras albidum,1,1,0
APB_Hydro,ALB,667,PRSE,Prunus serotina,10,0,0
APB_Hydro,ALB,666,PRSE,Prunus serotina,2,0,0
APB_Hydro,ALB,665,FRPE,Fraxinus pennsylvanica,1,0,0
APB_Hydro,ALB,664,QUIL,Quercus ilicifolia,1,0,0
APB_Hydro,ALB,663,FRAL,Frangula alnus,1,0,0
APB_Hydro,ALB,662,SAAL,Sassafras albidum,2,0,0
MS_09-d,MA,641,PIRI,Pinus rigida,1,0,0
MS_09-d,MA,641,QUIL,Quercus ilicifolia,1,0,0
MS_09-d,MA,640,QUIL,Quercus ilicifolia,8,0,0
MS_09-d,MA,640,PIRI,Pinus rigida,2,0,0
MS_09-d,MA,639,QUIL,Quercus ilicifolia,8,0,0
MS_09-d,MA,638,QUIL,Quercus ilicifolia,8,0,0
MS_09-d,MA,637,QUIL,Quercus ilicifolia,19,0,0
MS_09-d,MA,636,QUIL,Quercus ilicifolia,25,0,0
MS_09-d,MA,407,PIRI,Pinus rigida,3,0,0
MS_09-d,MA,407,QUIL,Quercus ilicifolia,11,0,0
MS_09-d,MA,406,QUIL,Quercus ilicifolia,7,0,0
MS_09-d,MA,406,PIRI,Pinus rigida,2,0,0
MS_09-d,MA,405,QUIL,Quercus ilicifolia,14,0,0
MS_09-d,MA,404,QUIL,Quercus ilicifolia,22,0,0
MS_09-d,MA,403,QUIL,Quercus ilicifolia,9,0,0
MS_09-d,MA,402,QUIL,Quercus ilicifolia,3,0,0
MS_09-d,MA,401,QUIL,Quercus ilicifolia,17,0,0
MS_09-d,MA,400,QUIL,Quercus ilicifolia,24,0,0
MS_09-d,MA,399,QUIL,Quercus ilicifolia,4,0,0
MS_09-d,MA,398,QUIL,Quercus ilicifolia,30,0,0
MS_09-d,MA,397,QUIL,Quercus ilicifolia,7,0,0
MS_09-d,MA,396,PIRI,Pinus rigida,1,0,0
MS_09-d,MA,396,QUIL,Quercus ilicifolia,17,0,0
MS_09-d,MA,395,QUIL,Quercus ilicifolia,16,0,0
MS_09-d,MA,394,QUIL,Quercus ilicifolia,24,0,0
MS_09-d,MA,393,QUIL,Quercus ilicifolia,25,0,0
MS_09-d,MA,393,PIRI,Pinus rigida,1,0,0
MS_09-d,MA,392,QUIL,Quercus ilicifolia,29,0,0
MS_09-d,MA,391,QUIL,Quercus ilicifolia,17,0,0
MS_07-a,MA,635,QUIL,Quercus ilicifolia,6,0,0
MS_07-a,MA,634,QUIL,Quercus ilicifolia,2,0,0
MS_07-a,MA,633,QUIL,Quercus ilicifolia,9,0,0
MS_07-a,MA,632,PIRI,Pinus rigida,1,0,0
MS_07-a,MA,632,QUIL,Quercus ilicifolia,22,0,0
MS_07-a,MA,631,QUIL,Quercus ilicifolia,5,0,0
MS_07-a,MA,630,QUIL,Quercus ilicifolia,5,0,0
MS_07-a,MA,629,QUIL,Quercus ilicifolia,10,0,0
MS_07-a,MA,628,QUIL,Quercus ilicifolia,15,0,0
MS_07-a,MA,627,NA,No species found,0,0,0
MS_07-a,MA,626,QUIL,Quercus ilicifolia,1,0,0
MS_07-a,MA,625,NA,No species found,0,0,0
MS_07-a,MA,624,NA,No species found,0,0,0
MS_07-a,MA,623,QUIL,Quercus ilicifolia,17,0,0
MS_07-a,MA,622,QUIL,Quercus ilicifolia,10,0,0
MS_07-a,MA,621,QUIL,Quercus ilicifolia,1,0,0
MS_07-a,MA,620,QUIL,Quercus ilicifolia,8,0,0
MS_07-a,MA,619,NA,No species found,0,0,0
MS_07-a,MA,618,NA,No species found,0,0,0
MS_07-a,MA,617,NA,No species found,0,0,0
MS_07-a,MA,616,PIST,Pinus strobus,1,0,0
MS_07-a,MA,615,PIST,Pinus strobus,1,0,0
MS_07-a,MA,615,QUIL,Quercus ilicifolia,5,0,0
MS_07-a,MA,614,QUIL,Quercus ilicifolia,7,0,0
MS_07-a,MA,613,QUIL,Quercus ilicifolia,3,0,0
MS_07-a,MA,612,FRAL,Frangula alnus,1,0,0
TNCO_Zito2,NH,1064,PIST,Pinus strobus,1,0,0
TNCO_Zito2,NH,1063,NA,No species found,0,0,0
TNCO_Zito2,NH,1062,QUIL,Quercus ilicifolia,1,0,0
TNCO_Zito2,NH,1062,PIST,Pinus strobus,35,0,0
TNCO_Zito2,NH,1061,BEPO,Betula populifolia,4,4,4
TNCO_Zito2,NH,1060,QUIL,Quercus ilicifolia,6,0,0
TNCO_Zito2,NH,1060,PIST,Pinus strobus,2,0,0
TNCO_Zito2,NH,1059,QUIL,Quercus ilicifolia,4,0,0
TNCO_Zito2,NH,1059,ACRU,Acer rubrum,1,1,0
TNCO_Zito2,NH,1058,ACRU,Acer rubrum,4,0,0
TNCO_Zito2,NH,1058,ACPE,Acer pennsylvania,4,4,0
TNCO_Zito2,NH,1057,ACRU,Acer rubrum,1,0,0
TNCO_Zito2,NH,1056,QUIL,Quercus ilicifolia,8,0,0
TNCO_Zito2,NH,1056,PIST,Pinus strobus,1,0,0
TNCO_Zito2,NH,1055,PIST,Pinus strobus,2,1,0
TNCO_Zito2,NH,1055,QUIL,Quercus ilicifolia,20,0,0
TNCO_Zito2,NH,1054,ACRU,Acer rubrum,3,0,0
TNCO_Zito2,NH,1054,PIST,Pinus strobus,2,0,0
TNCO_Zito2,NH,1054,QUIL,Quercus ilicifolia,1,0,0
TNCO_Zito2,NH,1053,NA,No species found,0,0,0
TNCO_Zito2,NH,1052,NA,No species found,0,0,0
TNCO_Zito2,NH,1051,FAGR,Fagus grandifolia,1,0,0
TNCO_Zito2,NH,1050,PIST,Pinus strobus,3,1,0
TNCO_Zito2,NH,1050,QUIL,Quercus ilicifolia,1,0,0
TNCO_Zito2,NH,1049,QUIL,Quercus ilicifolia,1,0,0
TNCO_Zito2,NH,1048,QUIL,Quercus ilicifolia,12,0,0
TNCO_Zito2,NH,1048,PIST,Pinus strobus,1,1,0
TNCO_Zito2,NH,1047,QUIL,Quercus ilicifolia,14,0,0
TNCO_Zito2,NH,1047,AMSP,Amelanchier spp.,1,0,0
TNCO_Zito2,NH,986,ACRU,Acer rubrum,1,0,0
TNCO_Zito2,NH,986,PIST,Pinus strobus,1,0,0
TNCO_Zito2,NH,986,QUIL,Quercus ilicifolia,7,0,0
TNCO_Zito2,NH,985,PIST,Pinus strobus,8,0,0
TNCO_Zito2,NH,985,ACRU,Acer rubrum,5,5,0
TNCO_Zito2,NH,984,QUIL,Quercus ilicifolia,2,0,0
TNCO_Zito2,NH,984,PIST,Pinus strobus,7,0,0
TNCO_Zito2,NH,983,QUIL,Quercus ilicifolia,6,0,0
TNCO_Zito2,NH,982,QUIL,Quercus ilicifolia,4,0,0
TNCO_Zito2,NH,981,AMSP,Amelanchier spp.,1,0,0
TNCO_Zito2,NH,981,QUIL,Quercus ilicifolia,2,0,0
TNCO_Zito2,NH,981,ACPE,Acer pennsylvania,1,0,0
TNCO_WB10,NH,935,PIST,Pinus strobus,2,0,0
TNCO_WB10,NH,935,QUIL,Quercus ilicifolia,3,0,0
TNCO_WB10,NH,934,QUIL,Quercus ilicifolia,3,0,0
TNCO_WB10,NH,934,PIST,Pinus strobus,1,0,0
TNCO_WB10,NH,933,PIST,Pinus strobus,1,0,0
TNCO_WB10,NH,932,QUIL,Quercus ilicifolia,2,0,0
TNCO_WB10,NH,931,NA,No species found,0,0,0
TNCO_WB10,NH,930,QUIL,Quercus ilicifolia,8,0,0
TNCO_WB10,NH,930,PIST,Pinus strobus,1,0,0
TNCO_WB10,NH,929,QUIL,Quercus ilicifolia,2,0,0
TNCO_WB10,NH,929,PIST,Pinus strobus,2,0,0
TNCO_WB10,NH,928,QUIL,Quercus ilicifolia,4,0,0
TNCO_WB10,NH,927,QUIL,Quercus ilicifolia,3,0,0
TNCO_WB10,NH,927,PIST,Pinus strobus,1,0,0
TNCO_WB10,NH,926,QUIL,Quercus ilicifolia,12,0,0
TNCO_WB10,NH,925,QUIL,Quercus ilicifolia,15,0,0
TNCO_WB10,NH,925,PIST,Pinus strobus,2,0,0
TNCO_WB10,NH,924,QUIL,Quercus ilicifolia,7,0,0
TNCO_WB10,NH,923,PIST,Pinus strobus,3,0,0
TNCO_WB10,NH,923,QUIL,Quercus ilicifolia,2,0,0
TNCO_WB10,NH,922,QUIL,Quercus ilicifolia,4,0,0
TNCO_WB10,NH,922,PIST,Pinus strobus,1,0,0
TNCO_WB10,NH,921,QUIL,Quercus ilicifolia,8,0,0
TNCO_WB10,NH,921,PIST,Pinus strobus,1,0,0
TNCO_WB10,NH,920,QUIL,Quercus ilicifolia,8,0,0
TNCO_WB10,NH,919,QUIL,Quercus ilicifolia,3,0,0
TNCO_WB10,NH,918,PIST,Pinus strobus,4,0,0
TNCO_WB10,NH,918,QUIL,Quercus ilicifolia,5,0,0
TNCO_WB10,NH,917,NA,No species found,0,0,0
TNCO_WB10,NH,916,QUIL,Quercus ilicifolia,10,0,0
TNCO_WB10,NH,916,PIST,Pinus strobus,1,0,0
TNCO_WB10,NH,915,QUIL,Quercus ilicifolia,2,0,0
TNCO_WB10,NH,914,QUIL,Quercus ilicifolia,13,0,0
TNCO_WB10,NH,913,QUIL,Quercus ilicifolia,13,0,0
TNCO_WB10,NH,913,ACRU,Acer rubrum,2,0,0
TNCO_WB10,NH,912,QUIL,Quercus ilicifolia,10,0,0
TNCW_14,ME,1097,QUIL,Quercus ilicifolia,18,0,0
TNCW_14,ME,1096,QUIL,Quercus ilicifolia,30,0,0
TNCW_14,ME,1095,QUIL,Quercus ilicifolia,10,0,0
TNCW_14,ME,1094,QUIL,Quercus ilicifolia,11,0,0
TNCW_14,ME,1093,QUIL,Quercus ilicifolia,7,0,0
TNCW_14,ME,1092,QUIL,Quercus ilicifolia,19,0,0
TNCW_14,ME,1092,PIST,Pinus strobus,1,0,0
TNCW_14,ME,1091,QUIL,Quercus ilicifolia,28,0,0
TNCW_14,ME,1090,QUIL,Quercus ilicifolia,23,0,0
TNCW_14,ME,1089,QUIL,Quercus ilicifolia,27,0,0
TNCW_14,ME,1088,QUIL,Quercus ilicifolia,11,0,0
TNCW_14,ME,1087,QUIL,Quercus ilicifolia,6,0,0
TNCW_14,ME,1086,QUIL,Quercus ilicifolia,9,0,0
TNCW_14,ME,1086,QURU,Quercus rubra,1,0,0
TNCW_14,ME,1085,QUIL,Quercus ilicifolia,57,0,0
TNCW_14,ME,1084,QUIL,Quercus ilicifolia,4,0,0
TNCW_14,ME,1083,QUIL,Quercus ilicifolia,13,0,0
TNCW_14,ME,1082,QUVE,Quercus velutina,1,0,0
TNCW_14,ME,1082,QUIL,Quercus ilicifolia,12,0,0
TNCW_14,ME,1081,QUIL,Quercus ilicifolia,13,0,0
TNCW_14,ME,1080,QUIL,Quercus ilicifolia,29,0,0
TNCW_14,ME,1079,QUIL,Quercus ilicifolia,8,0,0
TNCW_14,ME,1078,QUIL,Quercus ilicifolia,6,0,0
TNCW_14,ME,1077,QUIL,Quercus ilicifolia,2,0,0
TNCW_14,ME,1076,QUIL,Quercus ilicifolia,9,0,0
TNCW_14,ME,1075,QUIL,Quercus ilicifolia,3,0,0
TNCW_14,ME,1074,QUIL,Quercus ilicifolia,12,0,0
TNCW_12,ME,1119,NA,No species found,0,0,0
TNCW_12,ME,1118,QUIL,Quercus ilicifolia,23,0,0
TNCW_12,ME,1117,QUIL,Quercus ilicifolia,20,0,0
TNCW_12,ME,1116,QUIL,Quercus ilicifolia,11,0,0
TNCW_12,ME,1115,QUIL,Quercus ilicifolia,10,0,0
TNCW_12,ME,1114,QUIL,Quercus ilicifolia,13,0,0
TNCW_12,ME,1113,QUIL,Quercus ilicifolia,2,0,0
TNCW_12,ME,1112,QUIL,Quercus ilicifolia,2,0,0
TNCW_12,ME,1111,QUIL,Quercus ilicifolia,22,0,0
TNCW_12,ME,1110,PIST,Pinus strobus,1,0,0
TNCW_12,ME,1110,QUIL,Quercus ilicifolia,10,0,0
TNCW_12,ME,1109,QUIL,Quercus ilicifolia,47,0,0
TNCW_12,ME,1108,QUIL,Quercus ilicifolia,15,0,0
TNCW_12,ME,1107,QUIL,Quercus ilicifolia,15,0,0
TNCW_12,ME,1107,ACRU,Acer rubrum,1,1,0
TNCW_12,ME,1106,QUIL,Quercus ilicifolia,10,0,0
TNCW_12,ME,1105,QUIL,Quercus ilicifolia,10,0,0
TNCW_12,ME,1105,ACRU,Acer rubrum,7,7,3
TNCW_12,ME,1104,POGR,Populus grandidentata,20,20,0
TNCW_12,ME,1104,QUIL,Quercus ilicifolia,16,0,0
TNCW_12,ME,1103,QUIL,Quercus ilicifolia,34,0,0
TNCW_12,ME,1103,POGR,Populus grandidentata,4,0,0
TNCW_12,ME,1102,PRSE,Prunus serotina,1,0,1
TNCW_12,ME,1102,QUIL,Quercus ilicifolia,1,0,0
TNCW_12,ME,1101,QUIL,Quercus ilicifolia,28,0,0
TNCW_12,ME,1101,AMSP,Amelanchier spp.,1,1,0
TNCW_12,ME,1100,ACRU,Acer rubrum,4,3,0
TNCW_12,ME,1100,POGR,Populus grandidentata,4,4,0
TNCW_12,ME,1099,QUIL,Quercus ilicifolia,6,0,0
TNCW_12,ME,1098,QUIL,Quercus ilicifolia,14,0,0
TNCW_12,ME,1098,PIST,Pinus strobus,2,0,0
TNCW_12,ME,1098,PRSE,Prunus serotina,2,0,2
